Id,SalePrice
1461,123066.914292445
1462,156587.88493153205
1463,196556.41736903202
1464,206061.0260325054
1465,176494.4216251795
1466,172670.6488498457
1467,169311.2313168562
1468,170030.8595138703
1469,176127.12977366665
1470,128421.30258221063
1471,198118.81988829622
1472,95150.07268394301
1473,97025.60884637508
1474,151460.22082165733
1475,117265.81110711575
1476,381294.5378512912
1477,256508.93235670714
1478,287191.45920486934
1479,272373.91138039634
1480,537174.5385805604
1481,317225.42478106136
1482,201377.2327696184
1483,177241.93107849275
1484,166372.33696887203
1485,181284.79860227506
1486,198856.31198297508
1487,330534.04252722
1488,235588.97686474017
1489,210931.3388129559
1490,222317.42180214793
1491,193169.0208893443
1492,92182.68111836228
1493,184889.0841285226
1494,290761.58400242287
1495,284944.1270157324
1496,236468.59898937304
1497,181428.98395494997
1498,164574.8791325912
1499,165644.76151433913
1500,163840.4907816291
1501,179633.0596847131
1502,146379.45279825482
1503,311283.05265826074
1504,244468.20848692875
1505,222781.12817854056
1506,179762.29327916147
1507,256573.53254780083
1508,192204.5567514018
1509,159584.41365117359
1510,148892.02191581458
1511,149855.22562172238
1512,166193.26230668664
1513,143629.45971178895
1514,160106.31663757615
1515,182825.31378249385
1516,145308.78977097914
1517,151176.2987350096
1518,124695.56328913115
1519,223860.2412078258
1520,135774.86415011834
1521,136900.16918787794
1522,165202.94161772158
1523,117793.28557274124
1524,117436.17969611246
1525,122521.51086325634
1526,113382.60495892673
1527,105907.45562272522
1528,133809.51364850835
1529,151499.72672449055
1530,171721.05691206182
1531,103256.26386666311
1532,91532.5078095149
1533,144457.22446422031
1534,120484.56640703634
1535,152183.73574912304
1536,107516.25314859548
1537,66577.5465155733
1538,147588.65001601295
1539,189713.3752923046
1540,94557.76592214551
1541,138013.53656999007
1542,137024.16526855898
1543,207832.8321941463
1544,75877.90330172279
1545,108964.40025015642
1546,128789.08618242855
1547,135848.30782674256
1548,135282.41604193536
1549,118502.5798834994
1550,138906.66590513947
1551,107966.10708786853
1552,138082.7454329992
1553,148239.0320825915
1554,116590.81607659128
1555,166375.4528991532
1556,84613.27819686028
1557,103262.92842160111
1558,98220.24422587159
1559,90608.55714160528
1560,122304.57399235584
1561,135791.9152491923
1562,128021.55083902077
1563,123997.91890891656
1564,166019.94625304715
1565,154470.78052267403
1566,226475.71318181796
1567,75325.40253754887
1568,234264.1380597538
1569,130012.43835225483
1570,141401.67709870107
1571,118056.07873690968
1572,141958.66870301712
1573,245360.9036465813
1574,116346.16896587516
1575,224974.67219863474
1576,248675.0012114949
1577,199333.86065090363
1578,139228.36306895444
1579,145169.99849367567
1580,186603.49457133582
1581,144820.41234241737
1582,127966.01417429437
1583,327336.7645248617
1584,220125.02149950454
1585,140698.25981857954
1586,69319.16025748031
1587,103012.74372657249
1588,152765.8212198817
1589,95440.20495670663
1590,135115.03472881744
1591,96794.73654179952
1592,115644.79164044815
1593,123246.24647175743
1594,128875.09876892364
1595,110019.03924726203
1596,238928.58293332325
1597,190578.04343218514
1598,194182.8200536535
1599,164379.48553790827
1600,158904.21425738625
1601,65324.98848090091
1602,112370.74074153214
1603,98131.47407182412
1604,250604.42753802522
1605,239961.27390170118
1606,171164.34987884306
1607,161643.2733479401
1608,214996.914959542
1609,193415.9880468099
1610,158802.80230508294
1611,138306.9320119166
1612,173078.77177524584
1613,176844.9688203015
1614,118866.58068332034
1615,83962.5041846229
1616,71236.18996241273
1617,86778.91140187222
1618,126228.53905100032
1619,147071.81922556742
1620,173985.18864432132
1621,140458.7855070856
1622,137324.42324451398
1623,274760.87000286335
1624,204378.12439319227
1625,117485.65232459124
1626,160217.77138271125
1627,202046.50344566035
1628,263221.2119517111
1629,177640.89147522592
1630,371637.74073246896
1631,209680.53714707034
1632,231958.1860909926
1633,168009.96743728776
1634,184641.35986639367
1635,176053.01570945184
1636,157001.34301941277
1637,201295.81749302286
1638,181435.76234206546
1639,183869.93217085567
1640,260356.2148590408
1641,177935.3713856626
1642,230845.6734117841
1643,213948.5129164203
1644,235678.3980485821
