Id,SalePrice
1461,116902.18571166456
1462,164058.4171092946
1463,182846.2958694719
1464,177771.30454523902
1465,216996.1967624351
1466,159466.32082769007
1467,169916.82413064968
1468,150937.50992708709
1469,184756.13217267374
1470,107730.0022040673
1471,187821.3122863985
1472,94120.12704258098
1473,93488.03651823229
1474,141183.40818202993
1475,83351.51709712761
1476,381568.43190150533
1477,267259.53062891914
1478,309253.6336958761
1479,310384.19393963384
1480,432497.7027064344
1481,305722.91873563523
1482,214249.35082099185
1483,186314.60301079167
1484,157591.65576374996
1485,202457.17114179867
1486,197783.0619138003
1487,344717.7194244333
1488,222447.10674870654
1489,209158.67298181466
1490,264476.79908740195
1491,207089.1723288603
1492,89523.65355668249
1493,169050.43250714085
1494,341503.2231973151
1495,304158.33242266637
1496,242219.79372606036
1497,160631.11585401365
1498,177385.03585768913
1499,161391.755407657
1500,149837.8308339652
1501,182690.40558166473
1502,117049.18033613512
1503,296243.80374580395
1504,234894.1983780645
1505,228435.19599648076
1506,183602.5362511601
1507,237222.67356054825
1508,205342.34436822907
1509,147935.57918636585
1510,149152.46457071515
1511,172626.2103981217
1512,184080.7460146529
1513,145959.79774563064
1514,174193.82126717042
1515,217201.5243027708
1516,169152.27130564928
1517,162494.29237319026
1518,116491.53648412769
1519,222920.0697277201
1520,121819.18515388845
1521,134168.63690404096
1522,192823.6749484501
1523,96312.66207407376
1524,128879.11636287099
1525,115038.40863822034
1526,106892.04576998577
1527,85307.71209657619
1528,114428.16493545353
1529,164470.34985900248
1530,186012.43085828208
1531,113350.0764711417
1532,92927.161016146
1533,167982.78666867712
1534,144329.9132858309
1535,159241.2120384408
1536,103258.43703999199
1537,47262.403332592425
1538,160614.05173592962
1539,217634.39715503965
1540,114356.05458766356
1541,165549.73104037505
1542,162832.65639933603
1543,191963.24488011768
1544,90318.4188004374
1545,113293.17288257461
1546,149491.77292882887
1547,160866.79670890054
1548,149085.54372249998
1549,120108.50317820533
1550,148277.44261150534
1551,112618.62846440864
1552,140864.6762311382
1553,174147.2569422037
1554,93555.16296222297
1555,168929.492948441
1556,66261.8979011471
1557,154948.2363103446
1558,107728.90688081576
1559,46025.595735714654
1560,122386.67907326495
1561,156762.6801255897
1562,122016.43557131785
1563,121115.93328013158
1564,159149.0643900279
1565,157691.24373424842
1566,233644.86864626632
1567,71131.21916110053
1568,232008.6454631203
1569,151149.4916930142
1570,120312.60999871307
1571,91793.17492268445
1572,137625.421703448
1573,268415.17273739167
1574,129186.50963598734
1575,228323.7187068218
1576,243742.60991189088
1577,186214.37861417417
1578,145631.67715174993
1579,142716.46065045713
1580,187407.1964261816
1581,153365.43254634083
1582,119144.23323386739
1583,273970.7466673847
1584,213736.04268412903
1585,136037.3752698391
1586,48762.611066932936
1587,104833.38424920078
1588,147769.6475416136
1589,114605.98689447436
1590,124034.15289359046
1591,88019.38477519379
1592,138428.28620416
1593,129106.72270753153
1594,148830.4096598852
1595,99338.77026550236
1596,225786.70065878466
1597,200268.27732358433
1598,227416.65414319083
1599,190821.56737855845
1600,188745.25393353633
1601,50065.830938872474
1602,126232.71168933925
1603,47113.704866612854
1604,263466.92297032237
1605,231816.3036915735
1606,159823.76649191944
1607,163755.71987290043
1608,215660.8812321611
1609,195753.90766540982
1610,158000.25631072724
1611,140776.93023201768
1612,190409.66222015364
1613,164189.83933637734
1614,125952.68894613051
1615,87994.70747548969
1616,64858.14518196268
1617,75840.69798066728
1618,122154.9175425315
1619,143111.53917348848
1620,132669.8986660839
1621,140546.19574748975
1622,136103.14710890426
1623,242541.70387764
1624,227328.1900958819
1625,125061.01945135175
1626,178135.4172203081
1627,186458.6542045265
1628,256046.10314746894
1629,177810.69229405464
1630,346738.84327957657
1631,250695.7501079208
1632,256316.8002483754
1633,177957.96874233766
1634,187586.20938051297
1635,171540.55431291414
1636,139193.7803542444
1637,196056.76889461878
1638,180106.34603827645
1639,176651.0082872395
1640,243522.10412649054
1641,170411.15496573565
1642,256087.90012184897
1643,216734.8497300475
1644,238097.1602650002
1645,211111.18431211144
1646,151065.36193585736
1647,142889.71020593407
1648,122795.35950311716
1649,133708.06650111423
1650,102840.03929702114
1651,108688.0823215915
1652,95943.63092713995
1653,98963.58355285708
1654,147886.18890178972
1655,127153.00546567424
1656,144819.82366053073
1657,157031.61416700878
1658,156849.19749024193
1659,96780.10170062138
1660,150691.14344479557
1661,428602.6548209187
1662,358362.34257912956
1663,385989.3928705134
1664,490009.5334651015
1665,338841.841456923
1666,298264.5405397059
1667,374510.440409314
1668,368236.49727154087
1669,317460.61011406186
1670,375256.58867673745
1671,278386.39467378554
1672,373999.18762823753
1673,295175.08190579136
1674,253043.24324504012
1675,219621.6602593741
1676,218911.88058737415
1677,231028.70300403153
1678,431082.45282064076
1679,358714.43244747014
1680,341499.9257530582
1681,284459.1518736026
1682,311932.52966759994
1683,193615.9322386288
1684,177168.1451341154
1685,178129.28816112163
1686,163663.07783872806
1687,172324.63918141587
1688,194970.5922289425
1689,189133.68638142923
1690,197571.379768938
1691,183439.83144896934
1692,257520.45127158967
1693,181413.78455787874
1694,175986.1404932722
1695,159900.54962396703
1696,263489.6653985076
1697,156203.3163847418
1698,343517.34612992476
1699,327868.0775797998
1700,285380.583278451
1701,298939.70159236906
1702,234253.16266676033
1703,229496.27752875956
1704,264991.7668725602
1705,253011.58830047108
1706,357064.1447946425
1707,233037.62153087466
1708,211936.42287415528
1709,254173.81995716284
1710,228405.52216976832
1711,280099.0040992417
1712,259978.02855016402
1713,279629.90219675784
1714,223175.46037102048
1715,212409.65741819894
1716,189405.99931653286
1717,180091.148657637
1718,151308.98055992287
1719,217560.9452338811
1720,216512.74163663713
1721,151374.60281957072
1722,124890.00284262715
1723,150998.18363350377
1724,213967.80317454186
1725,235665.4607833819
1726,188290.19556618104
1727,175814.8134569999
1728,157563.2659282794
1729,178987.6683566616
1730,154726.69429756468
